"","Origin.City","Origin.State","Destination.City","Destination.State","Class","Age","Gender","Type.of.Travel","Price.Sensitivity","Year.of.First.Flight","Flights.Per.Year","Flyer.Status","Total.Frequent.Flyer.Accounts","Loyalty","Likelihood.to.Recommend","Shopping.at.Airport","Eating.and.Drinking.at.Airport","Partner.Code","Partner.Name","Flight.Cancelled","Month.of.Flight","Day.of.Flight","Scheduled.Time.of.Departure","Departure.Delay.In.Minutes","Arrival.Delay.in.Minutes","Flight.Duration.in.Minutes","Flight.Distance","Origin.Longitude","Origin.Latitude","Destination.Longitude","Destination.Latitude","Comments"
"7433","Los Angeles","California","San Francisco","California","Eco",39,"Female","Business travel",1,2009,5,"Blue",3,0,10,8,95,"VX","Cool&Young Airlines Inc.","No",2,1,11,4,0,57,337,-118.1043,33.9827,-122.1585,37.6712,NA
"7434","Philadelphia","Pennsylvania","Atlanta","Georgia","Eco Plus",25,"Male","Business travel",0,2007,4,"Silver",0,0.4286,9,0,75,"US","Southeast Airlines Co.","No",2,23,16,0,1,115,666,-75.2984,39.9733,-84.3319,33.8241,NA
"7435","Lansing","Michigan","Detroit","Michigan","Eco",47,"Male","Mileage tickets",2,2004,13,"Blue",1,-0.1304,8,0,90,"OO","Northwest Business Airlines Inc.","No",1,21,15,54,44,28,74,-84.5353,42.7211,-83.2276,42.49,NA
"7436","Boston","Massachusetts","Charlotte","North Carolina","Business",64,"Female","Personal Travel",1,2010,36,"Blue",0,-0.7561,5,0,90,"US","Southeast Airlines Co.","No",3,9,14,2,0,107,728,-71.1407,42.3731,-80.8158,35.2497,NA
"7437","Salt Lake City","Utah","Chicago","Illinois","Eco",67,"Female","Personal Travel",2,2009,7,"Blue",0,0.0667,7,87,55,"OO","Northwest Business Airlines Inc.","No",3,25,13,0,3,158,1250,-111.9295,40.6408,-87.8954,41.8271,NA
"7438","Indianapolis","Indiana","Minneapolis","Minnesota","Eco",77,"Female","Personal Travel",1,2004,17,"Silver",0,-0.5455,6,80,50,"EV","FlyFast Airways Inc.","No",3,25,11,41,42,83,503,-86.1455,39.8113,-93.2798,44.9782,NA
"7439","Eugene","Oregon","San Francisco","California","Eco",33,"Female","Business travel",1,2006,10,"Blue",0,-0.0526,9,0,70,"OO","Northwest Business Airlines Inc.","No",3,11,14,0,0,71,451,-123.0766,44.066,-122.1585,37.6712,NA
"7440","Rock Springs","Wyoming","Salt Lake City","Utah","Eco",76,"Male","Personal Travel",2,2006,43,"Gold",0,-0.8298,4,0,45,"OO","Northwest Business Airlines Inc.","No",2,16,15,0,2,66,162,-109.2408,41.5955,-111.9295,40.6408,NA
"7441","Chicago","Illinois","Salt Lake City","Utah","Eco",50,"Female","Business travel",2,2012,27,"Silver",1,-0.6364,6,0,240,"OO","Northwest Business Airlines Inc.","No",2,14,18,0,0,189,1250,-87.8954,41.8271,-111.9295,40.6408,NA
"7442","Orlando","Florida","San Diego","California","Eco",24,"Female","Business travel",1,2010,19,"Blue",2,-0.1515,9,150,160,"AS","FlyToSun Airlines Inc.","No",1,30,17,0,0,299,2149,-81.4112,28.5844,-117.1288,32.9287,NA
"7443","Washington","Virginia","Detroit","Michigan","Eco",26,"Male","Business travel",2,2009,9,"Silver",0,-0.0588,8,0,45,"EV","FlyFast Airways Inc.","No",3,19,12,1,6,66,383,-77.1897,38.8974,-83.2276,42.49,NA
"7444","Sacramento","California","Phoenix","Arizona","Eco",28,"Female","Business travel",2,2003,9,"Silver",0,-0.3846,10,0,75,"US","Southeast Airlines Co.","No",1,30,19,9,1,84,647,-121.3247,38.6386,-111.97,33.4941,NA
"7445","Birmingham","Alabama","Dallas","Texas","Eco",57,"Female","Mileage tickets",2,2010,17,"Blue",0,-0.619,9,0,60,"WN","Cheapseats Airlines Inc.","No",2,26,7,0,0,107,587,-86.792,33.4691,-96.972,32.8127,NA
"7446","Boston","Massachusetts","Detroit","Michigan","Eco",20,"Male","Business travel",1,2003,61,"Blue",2,-0.7183,9,0,30,"DL","Sigma Airlines Inc.","No",2,21,5,0,0,108,632,-71.1407,42.3731,-83.2276,42.49,NA
"7447","Columbus","Ohio","Baltimore","Maryland","Business",69,"Male","Business travel",1,2011,0,"Platinum",0,1,10,0,80,"WN","Cheapseats Airlines Inc.","No",3,2,15,43,34,48,337,-82.9685,40.0212,-76.6478,39.2341,NA
"7448","Phoenix","Arizona","Boston","Massachusetts","Eco",32,"Male","Business travel",1,2012,33,"Blue",2,-0.5349,8,0,0,"US","Southeast Airlines Co.","No",3,8,10,0,0,255,2300,-111.97,33.4941,-71.1407,42.3731,NA
"7449","Columbus","Ohio","Chicago","Illinois","Eco",26,"Male","Business travel",1,2006,0,"Silver",1,1,10,0,120,"WN","Cheapseats Airlines Inc.","No",2,1,12,17,20,58,283,-82.9685,40.0212,-87.8954,41.8271,NA
"7450","Baltimore","Maryland","Flint","Michigan","Eco",53,"Female","Business travel",1,2011,2,"Blue",0,0.3333,10,120,95,"WN","Cheapseats Airlines Inc.","No",2,6,10,12,7,79,452,-76.6478,39.2341,-83.6947,42.9888,NA
"7451","Chicago","Illinois","New Orleans","Louisiana","Eco",29,"Male","Personal Travel",1,2011,1,"Blue",0,0.6,7,0,47,"WN","Cheapseats Airlines Inc.","No",2,18,12,14,12,113,825,-87.8954,41.8271,-90.1437,29.9547,NA
"7452","Houston","Texas","New Orleans","Louisiana","Eco Plus",63,"Female","Business travel",1,2003,12,"Gold",0,-0.2,8,155,80,"OU","Oursin Airlines Inc.","No",3,27,19,7,8,46,305,-95.3935,29.7843,-90.1437,29.9547,NA
"7453","Salt Lake City","Utah","San Diego","California","Eco",29,"Female","Business travel",1,2009,48,"Blue",3,-0.5738,8,0,0,"DL","Sigma Airlines Inc.","No",3,18,21,0,0,84,626,-111.9295,40.6408,-117.1288,32.9287,NA
"7454","Little Rock","Arkansas","Chicago","Illinois","Eco",45,"Male","Business travel",2,2012,38,"Blue",3,-0.4615,7,0,30,"EV","FlyFast Airways Inc.","No",2,21,18,106,118,88,552,-92.3212,34.7566,-87.8954,41.8271,NA
"7455","Anchorage","Alaska","Phoenix","Arizona","Eco",21,"Male","Business travel",1,2011,22,"Blue",0,-0.6296,10,90,60,"AS","FlyToSun Airlines Inc.","No",2,3,8,0,0,284,2552,-149.8472,61.1679,-111.97,33.4941,NA
"7456","Chicago","Illinois","New York","New York","Eco",26,"Female","Mileage tickets",1,2010,6,"Blue",3,0.3333,10,30,90,"OU","Oursin Airlines Inc.","Yes",2,13,16,15.2988083416087,15.6108232011162,115.183775164441,733,-87.8954,41.8271,-73.9702,40.7184,NA
"7457","Las Vegas","Nevada","Chicago","Illinois","Business",37,"Male","Business travel",0,2011,0,"Silver",1,1,9,15,225,"OU","Oursin Airlines Inc.","No",3,2,6,5,0,179,1514,-115.1672,36.1349,-87.8954,41.8271,NA
"7458","Columbia","South Carolina","Washington","Virginia","Eco",24,"Male","Mileage tickets",2,2009,16,"Blue",1,-0.3913,7,0,270,"EV","FlyFast Airways Inc.","No",3,14,10,0,0,66,401,-81.0772,34.0362,-77.1897,38.8974,NA
"7459","Houston","Texas","Boston","Massachusetts","Eco Plus",35,"Female","Business travel",1,2010,4,"Blue",2,0.1111,6,0,234,"OU","Oursin Airlines Inc.","No",2,16,18,24,28,195,1597,-95.3935,29.7843,-71.1407,42.3731,NA
"7460","Houston","Texas","Orlando","Florida","Eco",74,"Female","Personal Travel",1,2003,26,"Blue",0,-0.7931,4,7,115,"WN","Cheapseats Airlines Inc.","No",1,30,15,29,37,108,849,-95.3935,29.7843,-81.4112,28.5844,NA
"7461","Atlanta","Georgia","Richmond","Virginia","Eco",44,"Female","Personal Travel",1,2011,20,"Silver",2,-0.6,8,0,135,"DL","Sigma Airlines Inc.","No",1,15,19,0,0,62,481,-84.3319,33.8241,-77.488,37.4779,NA
"7462","Phoenix","Arizona","Columbus","Ohio","Eco",39,"Male","Business travel",1,2003,17,"Blue",0,-0.7,6,0,30,"WN","Cheapseats Airlines Inc.","No",1,20,10,10,3,190,1670,-111.97,33.4941,-82.9685,40.0212,NA
"7463","Charlotte","North Carolina","Pittsburgh","Pennsylvania","Eco",43,"Female","Business travel",1,2007,2,"Silver",1,0.8857,9,0,87,"US","Southeast Airlines Co.","No",2,20,9,0,0,64,366,-80.8158,35.2497,-79.951,40.457,NA
"7464","Salt Lake City","Utah","Spokane","Washington","Eco",54,"Male","Business travel",1,2004,14,"Platinum",0,-0.4,10,0,110,"DL","Sigma Airlines Inc.","No",2,20,11,0,0,82,546,-111.9295,40.6408,-117.3523,47.6804,NA
"7465","San Jose","California","Las Vegas","Nevada","Eco Plus",47,"Female","Personal Travel",1,2008,26,"Blue",0,-0.7333,6,50,315,"WN","Cheapseats Airlines Inc.","No",1,9,7,0,0,63,386,-121.9451,37.3298,-115.1672,36.1349,NA
"7466","Miami","Florida","Houston","Texas","Eco",50,"Female","Business travel",1,2011,1,"Blue",0,0.75,10,0,30,"AA","Paul Smith Airlines Inc.","No",2,24,21,1,3,141,964,-80.2314,26.1756,-95.3935,29.7843,NA
"7467","Denver","Colorado","Los Angeles","California","Business",56,"Female","Personal Travel",2,2010,18,"Blue",1,-0.5652,3,145,105,"WN","Cheapseats Airlines Inc.","No",3,3,17,51,39,117,862,-104.9551,39.7108,-118.1043,33.9827,NA
"7468","Minneapolis","Minnesota","Denver","Colorado","Eco",85,"Female","Personal Travel",1,2011,46,"Blue",0,-0.8039,5,0,135,"WN","Cheapseats Airlines Inc.","No",1,8,7,7,1,103,680,-93.2798,44.9782,-104.9551,39.7108,NA
"7469","Green Bay","Wisconsin","Minneapolis","Minnesota","Eco",79,"Female","Personal Travel",1,2004,9,"Blue",0,0,7,250,65,"OO","Northwest Business Airlines Inc.","No",3,13,19,0,0,53,252,-88.0395,44.5072,-93.2798,44.9782,NA
"7470","Santa Barbara","California","Los Angeles","California","Eco Plus",54,"Female","Business travel",1,2003,13,"Blue",0,-0.1818,10,0,90,"OO","Northwest Business Airlines Inc.","No",1,6,12,0,0,24,89,-119.7241,34.4275,-118.1043,33.9827,NA
"7471","Philadelphia","Pennsylvania","Charlotte","North Carolina","Eco",51,"Female","Business travel",1,2007,13,"Blue",0,-0.3,9,30,175,"US","Southeast Airlines Co.","No",3,27,13,0,0,73,449,-75.2984,39.9733,-80.8158,35.2497,NA
"7472","Orlando","Florida","Atlanta","Georgia","Eco",39,"Male","Business travel",1,2009,8,"Blue",2,0.619,10,0,75,"DL","Sigma Airlines Inc.","No",2,8,16,0,0,62,404,-81.4112,28.5844,-84.3319,33.8241,NA
"7473","Austin","Texas","New York","New York","Eco",35,"Male","Business travel",0,2008,29,"Blue",0,-0.6111,9,209,90,"B6","OnlyJets Airlines Inc.","No",2,15,13,8,44,214,1521,-97.7615,30.3585,-73.9702,40.7184,NA
"7474","Salt Lake City","Utah","Cincinnati","Kentucky","Eco",79,"Female","Personal Travel",2,2010,17,"Blue",0,-0.4167,5,0,90,"DL","Sigma Airlines Inc.","No",1,30,9,101,76,153,1450,-111.9295,40.6408,-84.462,39.1855,NA
"7475","Sacramento","California","San Francisco","California","Eco",40,"Male","Business travel",1,2004,20,"Silver",2,-0.1429,10,30,45,"OO","Northwest Business Airlines Inc.","No",3,14,12,51,36,26,86,-121.3247,38.6386,-122.1585,37.6712,NA
"7476","San Francisco","California","Seattle","Washington","Eco",38,"Female","Personal Travel",1,2010,4,"Silver",2,0.8261,7,30,120,"OU","Oursin Airlines Inc.","No",1,3,10,28,33,101,679,-122.1585,37.6712,-122.2747,47.4684,NA
"7477","Los Angeles","California","Jackson","Wyoming","Eco",80,"Female","Personal Travel",1,2006,34,"Blue",0,-0.9429,5,0,90,"OO","Northwest Business Airlines Inc.","No",3,6,8,0,0,109,784,-118.1043,33.9827,-110.7567,43.4716,NA
"7478","Detroit","Michigan","Charlotte","North Carolina","Eco",56,"Female","Personal Travel",2,2004,11,"Blue",0,-0.4667,4,0,80,"EV","FlyFast Airways Inc.","No",1,4,7,0,0,71,500,-83.2276,42.49,-80.8158,35.2497,NA
"7479","Minneapolis","Minnesota","Boston","Massachusetts","Eco",57,"Female","Personal Travel",2,2005,36,"Silver",0,-0.6364,10,0,90,"DL","Sigma Airlines Inc.","No",2,20,7,0,0,127,1124,-93.2798,44.9782,-71.1407,42.3731,NA
"7480","Philadelphia","Pennsylvania","Boston","Massachusetts","Eco",50,"Female","Business travel",1,2009,3,"Blue",1,0.7857,9,0,62,"US","Southeast Airlines Co.","No",1,8,12,0,0,49,280,-75.2984,39.9733,-71.1407,42.3731,NA
"7481","San Francisco","California","Salt Lake City","Utah","Eco",66,"Male","Personal Travel",1,2011,41,"Blue",0,-0.7447,7,5,55,"OO","Northwest Business Airlines Inc.","No",1,2,15,21,5,79,599,-122.1585,37.6712,-111.9295,40.6408,NA
"7482","Phoenix","Arizona","Little Rock","Arkansas","Eco",50,"Female","Business travel",1,2005,27,"Blue",0,-0.9286,8,0,0,"WN","Cheapseats Airlines Inc.","No",3,17,10,11,24,143,1136,-111.97,33.4941,-92.3212,34.7566,NA
"7483","Casper","Wyoming","Denver","Colorado","Eco",33,"Female","Mileage tickets",1,2009,24,"Blue",2,-0.3333,3,60,60,"OO","Northwest Business Airlines Inc.","No",2,4,12,62,80,49,230,-106.311,42.8624,-104.9551,39.7108,NA
"7484","San Luis Obispo","California","Los Angeles","California","Eco Plus",60,"Female","Personal Travel",1,2007,42,"Silver",0,-0.8261,8,0,90,"OO","Northwest Business Airlines Inc.","No",1,8,6,160,155,46,156,-120.6655,35.2792,-118.1043,33.9827,NA
"7485","Anchorage","Alaska","Juneau","Alaska","Eco",80,"Male","Personal Travel",1,2003,45,"Blue",0,-0.8367,7,0,60,"AS","FlyToSun Airlines Inc.","No",3,17,11,13,4,76,571,-149.8472,61.1679,-134.5828,58.3523,NA
"7486","Baltimore","Maryland","Buffalo","New York","Eco",39,"Male","Business travel",1,2009,8,"Blue",4,0.2,10,60,90,"WN","Cheapseats Airlines Inc.","No",3,22,11,0,0,51,281,-76.6478,39.2341,-78.8237,42.9249,NA
"7487","Milwaukee","Wisconsin","Denver","Colorado","Business",63,"Female","Mileage tickets",1,2010,43,"Blue",0,-0.6226,9,120,80,"OO","Northwest Business Airlines Inc.","No",1,17,8,0,0,125,896,-88.1005,43.0557,-104.9551,39.7108,NA
"7488","Las Vegas","Nevada","San Francisco","California","Eco Plus",23,"Male","Business travel",1,2004,8,"Blue",1,-0.1429,10,60,140,"WN","Cheapseats Airlines Inc.","No",2,19,14,22,34,84,414,-115.1672,36.1349,-122.1585,37.6712,NA
"7489","Houston","Texas","Minneapolis","Minnesota","Eco",35,"Male","Personal Travel",2,2003,21,"Blue",0,-0.9091,2,0,0,"OO","Northwest Business Airlines Inc.","No",1,18,11,0,5,154,1034,-95.3935,29.7843,-93.2798,44.9782,NA
"7490","Nome","Alaska","Anchorage","Alaska","Eco",57,"Female","Mileage tickets",1,2011,21,"Silver",0,-0.5,10,60,90,"AS","FlyToSun Airlines Inc.","No",3,10,12,0,0,81,539,-165.3925,64.4974,-149.8472,61.1679,NA
"7491","Miami","Florida","Houston","Texas","Eco",35,"Female","Business travel",1,2007,12,"Silver",0,-0.6,10,0,60,"OU","Oursin Airlines Inc.","No",2,13,7,0,0,147,964,-80.2314,26.1756,-95.3935,29.7843,NA
"7492","Los Angeles","California","Atlanta","Georgia","Eco",23,"Female","Business travel",1,2005,2,"Blue",1,0,6,0,30,"DL","Sigma Airlines Inc.","No",1,26,9,0,0,201,1947,-118.1043,33.9827,-84.3319,33.8241,NA
"7493","Tampa","Florida","Miami","Florida","Eco",49,"Female","Personal Travel",1,2005,42,"Blue",0,-0.68,4,0,35,"AA","Paul Smith Airlines Inc.","No",3,29,17,69,82,49,204,-82.5132,28.0062,-80.2314,26.1756,NA
"7494","Chicago","Illinois","Philadelphia","Pennsylvania","Eco",15,"Male","Personal Travel",2,2003,4,"Blue",4,0.1111,4,0,15,"US","Southeast Airlines Co.","No",3,10,13,17,8,89,678,-87.8954,41.8271,-75.2984,39.9733,NA
"7495","South Bend","Indiana","Atlanta","Georgia","Business",55,"Female","Mileage tickets",1,2003,27,"Blue",0,-0.8621,10,0,90,"OO","Northwest Business Airlines Inc.","No",3,23,6,0,0,92,566,-86.2017,41.7144,-84.3319,33.8241,NA
"7496","Miami","Florida","New York","New York","Eco",70,"Female","Business travel",1,2003,20,"Blue",0,-0.5385,6,0,33,"AA","Paul Smith Airlines Inc.","No",3,3,7,10,2,137,1089,-80.2314,26.1756,-73.9702,40.7184,NA
"7497","Tampa","Florida","Miami","Florida","Eco",74,"Male","Business travel",1,2008,15,"Blue",0,-0.4286,9,0,60,"AA","Paul Smith Airlines Inc.","No",1,3,7,0,0,43,204,-82.5132,28.0062,-80.2314,26.1756,NA
"7498","Atlanta","Georgia","Houston","Texas","Eco",56,"Female","Business travel",1,2004,30,"Blue",0,-0.7143,7,0,180,"WN","Cheapseats Airlines Inc.","No",2,4,12,0,0,126,696,-84.3319,33.8241,-95.3935,29.7843,NA
"7499","Atlanta","Georgia","Houston","Texas","Eco",30,"Female","Personal Travel",1,2003,16,"Silver",2,0.2381,7,240,45,"FL","FlyHere Airways","No",2,13,18,113,93,103,696,-84.3319,33.8241,-95.3935,29.7843,NA
"7500","Kansas City","Missouri","Minneapolis","Minnesota","Eco",49,"Male","Business travel",1,2005,12,"Blue",0,-0.8462,9,0,165,"OO","Northwest Business Airlines Inc.","No",1,22,12,2,5,71,393,-94.5949,39.0398,-93.2798,44.9782,NA
"7501","Baltimore","Maryland","Detroit","Michigan","Eco",20,"Female","Mileage tickets",2,2011,18,"Blue",2,0.0526,8,0,0,"DL","Sigma Airlines Inc.","No",2,19,14,0,0,74,409,-76.6478,39.2341,-83.2276,42.49,NA
"7502","Richmond","Virginia","Charlotte","North Carolina","Eco Plus",18,"Male","Business travel",0,2005,33,"Blue",0,-0.6923,9,0,65,"US","Southeast Airlines Co.","No",3,11,6,0,0,47,257,-77.488,37.4779,-80.8158,35.2497,NA
"7503","San Diego","California","Denver","Colorado","Eco",43,"Male","Business travel",1,2012,0,"Blue",3,1,8,0,0,"OU","Oursin Airlines Inc.","No",1,26,15,11,2,108,853,-117.1288,32.9287,-104.9551,39.7108,NA
"7504","St. Louis","Missouri","Atlanta","Georgia","Eco",40,"Male","Business travel",1,2011,26,"Blue",2,-0.3,9,90,30,"FL","FlyHere Airways","No",1,11,17,16,1,68,484,-90.3409,38.6307,-84.3319,33.8241,NA
"7505","Houston","Texas","Los Angeles","California","Eco",22,"Female","Mileage tickets",2,2007,36,"Blue",0,-0.6,6,20,30,"WN","Cheapseats Airlines Inc.","No",2,25,16,55,43,202,1390,-95.3935,29.7843,-118.1043,33.9827,NA
"7506","Klamath Falls","Oregon","Portland","Oregon","Eco",22,"Male","Business travel",0,2008,53,"Blue",0,-0.7966,9,0,50,"OO","Northwest Business Airlines Inc.","No",3,31,5,0,0,53,241,-121.7563,42.2076,-122.6511,45.5204,NA
"7507","Las Vegas","Nevada","Chicago","Illinois","Business",46,"Male","Business travel",1,2005,8,"Blue",2,0.0588,10,0,35,"AA","Paul Smith Airlines Inc.","No",1,25,12,7,0,182,1514,-115.1672,36.1349,-87.8954,41.8271,NA
"7508","Sacramento","California","Las Vegas","Nevada","Eco Plus",50,"Male","Business travel",1,2006,8,"Gold",2,0.5789,9,0,40,"WN","Cheapseats Airlines Inc.","No",3,13,16,29,29,63,397,-121.3247,38.6386,-115.1672,36.1349,NA
"7509","Washington","Virginia","Phoenix","Arizona","Eco",78,"Female","Personal Travel",1,2007,16,"Blue",0,-0.3333,3,0,20,"US","Southeast Airlines Co.","No",3,17,10,96,112,283,1979,-77.1897,38.8974,-111.97,33.4941,NA
"7510","Houston","Texas","Lafayette","Louisiana","Eco",48,"Female","Business travel",1,2011,0,"Blue",0,1,8,0,40,"EV","FlyFast Airways Inc.","No",2,12,14,0,0,35,201,-95.3935,29.7843,-92.0133,30.1654,NA
"7511","Knoxville","Tennessee","Denver","Colorado","Eco",40,"Male","Business travel",1,2012,1,"Silver",1,0.6667,8,0,15,"EV","FlyFast Airways Inc.","No",3,23,9,0,0,190,1162,-84.0244,35.9168,-104.9551,39.7108,NA
"7512","Manchester","New Hampshire","Atlanta","Georgia","Eco",80,"Male","Personal Travel",1,2003,43,"Blue",0,-0.9545,3,0,60,"EV","FlyFast Airways Inc.","No",2,1,6,0,7,158,952,-71.4797,42.991,-84.3319,33.8241,NA
"7513","Atlanta","Georgia","Chicago","Illinois","Business",37,"Female","Business travel",1,2011,29,"Platinum",2,-0.5263,9,5,45,"FL","FlyHere Airways","No",2,22,6,0,0,91,591,-84.3319,33.8241,-87.8954,41.8271,NA
"7514","San Francisco","California","Salt Lake City","Utah","Business",20,"Male","Business travel",2,2011,20,"Blue",5,-0.6,8,0,10,"OO","Northwest Business Airlines Inc.","No",2,20,15,0,0,81,599,-122.1585,37.6712,-111.9295,40.6408,NA
"7515","Phoenix","Arizona","Denver","Colorado","Eco",32,"Male","Business travel",1,2010,14,"Blue",0,-0.4,9,20,45,"WN","Cheapseats Airlines Inc.","No",3,5,20,4,0,85,602,-111.97,33.4941,-104.9551,39.7108,NA
"7516","Philadelphia","Pennsylvania","Atlanta","Georgia","Eco",67,"Female","Business travel",1,2007,39,"Blue",0,-0.7727,8,215,90,"DL","Sigma Airlines Inc.","No",2,23,13,0,0,111,666,-75.2984,39.9733,-84.3319,33.8241,NA
"7517","Kahului","Hawaii","Los Angeles","California","Eco",45,"Female","Mileage tickets",1,2011,26,"Blue",0,-0.4444,9,0,140,"DL","Sigma Airlines Inc.","No",3,15,12,12,0,268,2486,-156.4779,20.8864,-118.1043,33.9827,NA
"7518","Phoenix","Arizona","Flagstaff","Arizona","Eco",60,"Male","Business travel",2,2007,0,"Gold",0,1,9,0,45,"OO","Northwest Business Airlines Inc.","No",2,8,20,0,0,25,119,-111.97,33.4941,-111.624,35.1995,NA
"7519","Richmond","Virginia","Charlotte","North Carolina","Business",56,"Female","Personal Travel",3,2008,30,"Blue",0,-0.7143,6,0,25,"US","Southeast Airlines Co.","No",2,8,9,0,0,59,257,-77.488,37.4779,-80.8158,35.2497,NA
"7520","Lihue","Hawaii","San Francisco","California","Eco",43,"Female","Personal Travel",1,2003,0,"Blue",5,1,8,0,120,"OU","Oursin Airlines Inc.","No",3,24,13,0,0,272,2447,-159.3617,21.9758,-122.1585,37.6712,NA
"7521","Houston","Texas","Des Moines","Iowa","Eco",19,"Male","Mileage tickets",1,2005,62,"Blue",0,-0.8788,9,10,10,"OO","Northwest Business Airlines Inc.","No",3,11,20,0,0,109,802,-95.3935,29.7843,-93.6561,41.6194,NA
"7522","Denver","Colorado","Los Angeles","California","Business",56,"Female","Personal Travel",2,2010,18,"Blue",1,-0.5652,3,145,105,"WN","Cheapseats Airlines Inc.","No",3,3,17,51,39,117,862,-104.9551,39.7108,-118.1043,33.9827,NA
"7523","Chicago","Illinois","Washington","Virginia","Eco",33,"Female","Business travel",3,2010,14,"Blue",5,-0.0769,9,0,45,"WN","Cheapseats Airlines Inc.","No",3,18,7,0,0,80,577,-87.8954,41.8271,-77.1897,38.8974,NA
"7524","Sacramento","California","Los Angeles","California","Eco",65,"Female","Personal Travel",1,2012,26,"Blue",0,-0.625,4,60,55,"WN","Cheapseats Airlines Inc.","No",2,14,19,76,82,62,373,-121.3247,38.6386,-118.1043,33.9827,NA
"7525","Houston","Texas","Miami","Florida","Eco",31,"Female","Business travel",1,2012,6,"Blue",3,0.3333,8,0,90,"OU","Oursin Airlines Inc.","No",1,16,11,12,10,118,964,-95.3935,29.7843,-80.2314,26.1756,NA
"7526","Shreveport","Louisiana","Atlanta","Georgia","Business",39,"Female","Business travel",1,2010,6,"Blue",1,-0.3333,7,0,60,"EV","FlyFast Airways Inc.","No",2,2,10,53,48,71,551,-93.7562,32.4873,-84.3319,33.8241,NA
"7527","Waterloo","Iowa","Chicago","Illinois","Eco Plus",62,"Male","Personal Travel",1,2012,54,"Silver",0,-0.8947,6,0,0,"MQ","EnjoyFlying Air Services","No",3,15,6,1,20,42,234,-92.3842,42.4959,-87.8954,41.8271,NA
"7528","Tallahassee","Florida","Miami","Florida","Eco",47,"Male","Business travel",1,2007,8,"Platinum",3,-0.1429,2,0,30,"MQ","EnjoyFlying Air Services","No",1,2,11,19,21,70,402,-84.2689,30.4732,-80.2314,26.1756,NA
"7529","Salt Lake City","Utah","St. George","Utah","Eco",36,"Female","Business travel",1,2012,23,"Blue",1,-0.4375,9,80,60,"OO","Northwest Business Airlines Inc.","No",2,6,16,49,58,55,272,-111.9295,40.6408,-113.5674,37.1056,NA
"7530","Salt Lake City","Utah","Houston","Texas","Eco",63,"Female","Personal Travel",1,2011,14,"Blue",0,-0.4,6,137,230,"OU","Oursin Airlines Inc.","No",3,8,12,4,0,156,1195,-111.9295,40.6408,-95.3935,29.7843,NA
